id,host_is_superhost,neighbourhood_group_cleansed,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,reviews_per_month
12328112,f,Brooklyn,4,0.0,2.0,2.0,450,365,30,60,90,365,17,4.76,0.28
12333456,f,Brooklyn,3,0.0,1.0,1.0,199,30,0,0,0,0,33,4.88,0.51
12333601,f,Brooklyn,2,0.0,1.0,1.0,55,30,0,0,0,0,0,0.0,0.0
12336668,f,Brooklyn,2,0.0,1.0,1.0,90,30,0,0,0,0,54,4.69,0.84
12338559,f,Brooklyn,2,0.0,1.0,1.0,73,1,0,0,0,0,4,5.0,0.06
12339863,f,Manhattan,6,0.0,3.0,6.0,1000,30,0,0,0,0,0,0.0,0.0
12342004,f,Manhattan,4,0.0,0.0,2.0,105,30,0,0,0,0,8,4.5,0.13
12342269,f,Manhattan,2,0.0,1.0,1.0,70,30,0,0,0,0,0,0.0,0.0
12342876,f,Queens,5,0.0,2.0,2.0,120,30,0,0,0,0,1,5.0,0.02
12343098,f,Manhattan,5,0.0,3.0,3.0,1350,30,29,59,59,303,59,4.37,0.98
12343793,f,Brooklyn,2,0.0,1.0,1.0,75,30,0,0,0,0,3,5.0,0.05
12344255,f,Brooklyn,2,0.0,1.0,2.0,45,30,0,0,0,0,0,0.0,0.0
12344391,f,Brooklyn,2,0.0,1.0,1.0,50,30,0,0,0,0,2,2.5,0.03
12344456,t,Brooklyn,2,0.0,1.0,2.0,132,1,5,11,21,270,153,4.91,6.39
12344949,f,Manhattan,6,0.0,2.0,3.0,350,30,0,0,0,0,0,0.0,0.0
12345178,f,Queens,2,0.0,1.0,2.0,46,6,13,37,67,156,89,4.33,1.37
12345615,t,Bronx,2,0.0,1.0,1.0,77,1,9,37,67,341,320,4.86,17.65
12345786,t,Manhattan,2,0.0,1.0,1.0,80,30,0,0,0,0,38,4.78,0.79
12346131,f,Bronx,12,0.0,2.0,6.0,250,30,30,60,90,365,91,4.69,1.97
12353119,f,Manhattan,7,0.0,3.0,3.0,195,30,17,47,77,352,147,4.55,2.33
12355067,f,Manhattan,1,0.0,1.0,0.0,200,30,0,0,0,0,1,5.0,0.02
12358117,f,Brooklyn,14,0.0,6.0,5.0,270,3,0,3,3,13,18,4.83,0.37
12358120,f,Manhattan,2,0.0,1.0,2.0,189,30,0,0,0,0,9,4.56,0.14
12358495,f,Manhattan,3,0.0,1.0,1.0,300,30,0,0,0,0,0,0.0,0.0
12359146,f,Brooklyn,6,0.0,4.0,5.0,150,30,30,60,90,365,39,4.46,0.65
12360207,t,Brooklyn,4,0.0,1.0,2.0,75,30,6,7,7,217,59,4.41,0.92
12360254,f,Brooklyn,2,0.0,1.0,1.0,200,30,0,0,0,0,0,0.0,0.0
12360660,f,Manhattan,1,0.0,1.0,0.0,93,30,29,59,89,364,4,4.33,0.06
12362194,f,Manhattan,4,0.0,1.0,2.0,399,30,0,0,0,0,0,0.0,0.0
12363920,f,Brooklyn,2,0.0,1.0,1.0,45,30,0,0,0,0,7,4.14,0.11
12365206,f,Brooklyn,4,0.0,1.0,2.0,55,30,0,0,0,0,2,0.0,0.03
12366132,f,Manhattan,2,0.0,1.0,1.0,80,30,0,0,0,0,1,3.0,0.02
12366226,f,Brooklyn,2,0.0,2.0,2.0,133,30,0,0,0,0,18,4.28,0.47
12366762,f,Brooklyn,8,0.0,3.0,10.0,235,4,20,46,72,337,48,4.71,1.66
12367449,f,Queens,2,0.0,1.0,1.0,66,30,0,0,0,0,1,5.0,0.02
12367673,f,Manhattan,2,0.0,1.0,1.0,80,30,0,0,0,0,5,5.0,0.09
12368099,f,Queens,2,0.0,1.0,0.0,38,6,3,33,63,338,0,0.0,0.0
12370347,t,Brooklyn,2,0.0,1.0,1.0,37,30,0,0,0,255,128,4.68,2.13
12375976,f,Manhattan,2,0.0,0.0,1.0,89,30,0,0,0,0,2,5.0,0.03
12377267,f,Manhattan,4,0.0,4.0,4.0,200,300,30,60,90,90,0,0.0,0.0
12380717,f,Manhattan,2,0.0,1.0,1.0,115,30,0,0,0,0,7,5.0,0.11
12381336,f,Brooklyn,4,0.0,2.0,2.0,325,3,2,2,2,2,18,4.94,0.35
12383041,f,Brooklyn,2,0.0,1.0,1.0,60,30,0,0,0,0,5,4.75,0.08
12383067,f,Manhattan,1,0.0,1.0,1.0,72,30,2,19,49,49,16,4.6,0.27
12384862,f,Manhattan,3,0.0,0.0,1.0,100,30,1,28,58,333,11,4.82,0.25
12385002,t,Queens,4,0.0,1.0,2.0,59,30,0,0,1,90,28,4.81,0.46
12386361,f,Manhattan,1,0.0,1.0,1.0,65,30,0,0,0,0,0,0.0,0.0
12386579,f,Manhattan,1,0.0,1.0,1.0,50,30,30,60,90,365,82,4.8,1.35
12387018,f,Manhattan,3,0.0,1.0,2.0,120,30,0,0,0,0,0,0.0,0.0
12387215,f,Manhattan,1,0.0,1.0,1.0,125,30,0,0,0,0,0,0.0,0.0
12388494,f,Manhattan,5,0.0,0.0,1.0,197,30,0,0,0,0,0,0.0,0.0
12389574,t,Brooklyn,12,0.0,3.0,6.0,325,4,7,28,58,58,128,4.77,2.11
12389931,f,Manhattan,3,0.0,1.0,2.0,150,30,0,0,0,0,3,5.0,0.09
12390529,t,Bronx,2,0.0,1.0,1.0,73,1,0,17,47,136,145,4.92,2.78
12396603,f,Brooklyn,2,0.0,1.0,1.0,66,30,0,0,0,0,1,5.0,0.02
12400242,t,Queens,5,0.0,3.0,5.0,150,30,16,33,55,55,63,4.6,1.81
12401233,t,Manhattan,1,0.0,1.0,1.0,79,1,26,56,86,86,18,4.94,0.84
12403252,f,Manhattan,3,0.0,1.0,2.0,190,2,15,31,61,333,177,4.77,3.49
12403816,t,Manhattan,2,0.0,0.0,2.0,165,30,7,7,7,7,153,4.95,2.37
12404734,f,Brooklyn,1,0.0,1.0,1.0,80,30,0,0,0,0,1,5.0,0.02
12404820,f,Brooklyn,1,0.0,1.0,1.0,935,30,0,0,0,0,0,0.0,0.0
12404998,f,Queens,2,0.0,1.0,1.0,120,30,0,0,0,0,1,4.0,0.02
12405814,f,Bronx,4,0.0,2.0,3.0,91,30,0,0,0,0,4,4.75,0.11
12406683,f,Brooklyn,2,0.0,0.0,1.0,100,30,0,0,0,0,3,5.0,0.05
12408554,f,Brooklyn,1,0.0,1.0,1.0,100,30,0,1,31,306,0,0.0,0.0
12409217,f,Manhattan,3,0.0,0.0,1.0,96,30,4,11,20,295,6,4.83,0.09
12409508,f,Manhattan,2,0.0,0.0,1.0,100,30,0,0,0,0,0,0.0,0.0
12410412,f,Brooklyn,10,0.0,4.0,7.0,290,5,0,0,0,0,4,4.75,0.07
12411737,f,Manhattan,4,0.0,1.0,2.0,150,30,0,0,0,0,0,0.0,0.0
12417189,f,Queens,1,0.0,1.0,1.0,73,30,0,0,0,0,18,4.71,0.3
12420694,f,Manhattan,2,0.0,1.0,1.0,150,30,0,0,0,0,0,0.0,0.0
12422777,f,Brooklyn,1,0.0,1.0,1.0,25,30,0,0,0,0,0,0.0,0.0
12423497,f,Manhattan,2,0.0,0.0,1.0,120,30,0,0,0,0,1,5.0,0.02
12423868,f,Manhattan,2,0.0,1.0,1.0,150,30,0,0,0,0,5,4.6,0.08
12425266,f,Brooklyn,2,0.0,1.0,1.0,60,30,29,59,89,364,72,4.68,1.21
12425296,f,Manhattan,2,0.0,1.0,1.0,220,30,0,0,0,0,0,0.0,0.0
12426775,f,Brooklyn,2,0.0,1.0,1.0,58,30,0,0,0,0,2,4.0,0.03
12426778,f,Brooklyn,1,0.0,1.0,1.0,150,30,0,0,0,0,0,0.0,0.0
12426784,f,Manhattan,1,0.0,1.0,2.0,120,30,29,59,89,364,3,5.0,0.05
12426957,f,Brooklyn,2,0.0,1.0,1.0,45,30,0,0,0,0,2,4.5,0.04
12430126,f,Manhattan,1,0.0,1.0,1.0,70,30,0,0,0,0,3,5.0,0.05
12431649,f,Manhattan,4,0.0,1.0,1.0,135,30,2,19,49,324,6,5.0,0.34
12433302,f,Brooklyn,4,0.0,1.0,2.0,180,3,2,21,36,280,65,4.83,1.07
12433898,f,Queens,3,0.0,1.0,1.0,51,1,0,0,0,0,30,4.68,0.5
12434717,f,Brooklyn,2,0.0,1.0,1.0,50,5,0,1,1,29,68,4.38,1.14
12443469,t,Manhattan,2,0.0,0.0,1.0,197,2,3,8,28,36,111,4.88,2.85
12445714,f,Manhattan,2,0.0,1.0,1.0,105,30,0,0,0,0,3,3.0,0.05
12446494,f,Manhattan,3,0.0,2.0,2.0,155,30,0,0,0,0,0,0.0,0.0
12450817,t,Brooklyn,2,0.0,1.0,1.0,125,30,14,14,14,279,90,4.52,1.89
12451425,f,Manhattan,2,0.0,0.0,1.0,175,30,0,0,0,0,3,5.0,0.05
12452110,t,Manhattan,6,0.0,1.0,2.0,145,4,3,3,4,139,186,4.91,2.97
12454556,f,Manhattan,2,0.0,1.0,1.0,80,30,0,0,0,0,3,4.67,0.05
12462634,f,Manhattan,2,0.0,1.0,1.0,150,30,0,0,0,0,5,5.0,0.08
12464635,f,Brooklyn,3,0.0,2.0,2.0,285,30,0,0,0,0,18,5.0,0.29
12465732,f,Manhattan,2,0.0,1.0,1.0,70,30,0,0,0,0,1,4.0,0.02
12467421,f,Manhattan,3,0.0,1.0,1.0,150,30,0,0,0,0,2,0.0,0.04
12470877,f,Manhattan,2,0.0,1.0,1.0,65,30,0,0,0,0,4,5.0,0.08
12471447,f,Manhattan,3,0.0,1.0,1.0,200,30,0,0,0,0,5,4.8,0.08
12472883,f,Manhattan,1,0.0,1.0,1.0,150,30,0,0,0,0,0,0.0,0.0
12473632,f,Brooklyn,2,0.0,0.0,1.0,80,30,0,0,0,244,0,0.0,0.0
12477280,f,Manhattan,2,0.0,1.0,1.0,159,30,30,60,90,180,16,4.63,0.27
12485134,f,Manhattan,1,0.0,1.0,1.0,170,30,0,29,29,29,15,4.8,0.24
12485862,f,Brooklyn,2,0.0,0.0,1.0,189,4,3,12,42,310,129,4.86,2.11
12487909,f,Queens,3,0.0,1.0,1.0,52,30,0,0,0,0,137,4.85,2.11
12492242,f,Manhattan,2,0.0,0.0,1.0,130,30,0,0,0,0,0,0.0,0.0
12492941,f,Brooklyn,2,0.0,1.0,1.0,60,30,0,0,0,0,34,4.69,0.53
12493228,f,Manhattan,2,0.0,1.0,1.0,100,30,0,0,0,0,8,4.5,0.12
12494415,f,Manhattan,4,0.0,2.0,3.0,120,30,0,0,0,0,0,0.0,0.0
12494870,f,Brooklyn,1,0.0,1.0,1.0,40,30,0,0,0,0,2,5.0,0.04
12496037,f,Manhattan,5,0.0,2.0,2.0,650,30,0,0,0,57,4,5.0,0.18
12496118,t,Bronx,6,0.0,2.0,3.0,152,3,16,43,73,347,83,4.71,1.37
12497438,f,Manhattan,2,0.0,1.0,1.0,180,30,0,0,0,0,4,5.0,0.06
12497757,f,Brooklyn,1,0.0,1.0,1.0,190,30,0,0,0,0,0,0.0,0.0
12497783,f,Manhattan,1,0.0,1.0,1.0,40,30,0,0,0,0,1,5.0,0.02
12502633,t,Brooklyn,2,0.0,0.0,1.0,125,1,8,35,65,65,630,4.82,9.89
12504542,f,Brooklyn,2,0.0,1.0,1.0,75,30,0,0,0,0,0,0.0,0.0
12509350,f,Brooklyn,2,0.0,1.0,1.0,60,30,0,0,0,0,2,4.0,0.03
12511986,t,Manhattan,2,0.0,1.0,1.0,100,30,0,29,59,334,8,4.88,0.13
12513269,f,Brooklyn,2,0.0,1.0,1.0,95,1,0,0,0,0,37,4.95,0.94
12519645,f,Manhattan,1,0.0,1.0,1.0,45,30,0,0,0,0,3,5.0,0.05
12519774,f,Brooklyn,4,0.0,2.0,3.0,200,7,1,31,61,61,0,0.0,0.0
12520066,f,Manhattan,6,0.0,4.0,5.0,6000,30,0,0,0,0,0,0.0,0.0
12521735,f,Queens,1,0.0,1.0,1.0,60,30,0,0,0,0,0,0.0,0.0
12522024,f,Manhattan,2,0.0,0.0,1.0,199,30,0,0,0,0,3,4.33,0.05
12524815,f,Brooklyn,3,0.0,3.0,3.0,100,30,6,36,66,341,0,0.0,0.0
12532453,f,Brooklyn,1,0.0,1.0,1.0,73,30,0,0,0,0,1,5.0,0.02
12542485,f,Manhattan,4,0.0,2.0,4.0,149,30,0,0,0,252,9,4.89,0.17
12542544,f,Manhattan,4,0.0,1.0,2.0,200,4,5,8,10,154,165,4.85,2.59
12543988,f,Brooklyn,1,0.0,1.0,1.0,1300,30,0,0,0,0,0,0.0,0.0
12547481,f,Manhattan,4,0.0,1.0,2.0,150,30,0,0,0,0,1,5.0,0.02
12549290,f,Manhattan,1,0.0,1.0,1.0,35,30,0,0,0,0,3,4.67,0.05
12554945,f,Manhattan,2,0.0,1.0,1.0,53,30,0,0,0,0,8,5.0,0.13
12558102,f,Brooklyn,2,0.0,0.0,1.0,80,30,0,0,0,0,0,0.0,0.0
12558745,f,Brooklyn,2,0.0,1.0,1.0,67,2,20,20,20,20,74,4.53,1.17
12560110,f,Queens,2,0.0,1.0,2.0,41,30,0,0,0,0,5,5.0,0.1
12560137,f,Manhattan,3,0.0,1.0,2.0,500,1,30,60,90,365,0,0.0,0.0
12561615,f,Manhattan,2,0.0,1.0,1.0,98,30,28,58,88,363,123,4.79,2.11
12561681,t,Manhattan,5,0.0,2.0,3.0,399,3,3,6,11,11,105,4.92,1.75
12563738,f,Manhattan,8,0.0,4.0,4.0,550,7,0,0,2,71,61,4.87,1.04
12566262,f,Manhattan,1,0.0,2.0,2.0,200,30,0,0,0,0,0,0.0,0.0
12567993,f,Brooklyn,1,0.0,1.0,1.0,50,30,0,0,0,0,0,0.0,0.0
12568401,f,Manhattan,2,0.0,1.0,1.0,210,30,0,0,0,0,1,5.0,0.02
12568741,f,Manhattan,2,0.0,1.0,1.0,249,2,3,3,3,36,120,4.86,2.12
12582348,f,Queens,2,0.0,1.0,1.0,48,30,0,0,0,0,11,4.73,0.23
12584072,f,Staten Island,8,0.0,4.0,5.0,168,1,17,30,51,309,158,4.37,2.54
12585126,f,Manhattan,2,0.0,1.0,1.0,160,30,0,0,0,0,0,0.0,0.0
12587017,f,Manhattan,3,0.0,1.0,1.0,225,30,0,0,0,0,176,4.94,3.45
12587102,f,Brooklyn,1,0.0,1.0,1.0,50,2,0,0,0,0,2,5.0,0.05
12587698,t,Brooklyn,2,0.0,1.0,1.0,65,3,0,0,0,0,89,4.92,1.47
12590077,t,Brooklyn,9,0.0,4.0,5.0,283,7,12,42,72,245,36,4.78,0.61
12590964,f,Brooklyn,2,0.0,1.0,1.0,68,1,0,0,1,155,89,4.84,1.7
12591059,f,Brooklyn,4,0.0,2.0,2.0,800,30,0,0,0,0,4,4.0,0.06
12592427,t,Queens,2,0.0,1.0,2.0,99,2,0,1,1,246,276,4.9,5.5
12593389,f,Manhattan,5,0.0,3.0,3.0,130,30,0,0,0,258,28,4.43,0.52
12598128,f,Manhattan,6,0.0,3.0,5.0,180,30,0,0,18,262,5,4.4,0.15
12598446,f,Manhattan,4,0.0,4.0,4.0,250,30,0,0,0,253,5,4.4,0.15
12600198,t,Queens,2,0.0,1.0,1.0,52,10,0,2,2,61,32,4.58,0.5
12601900,f,Brooklyn,4,0.0,1.0,1.0,60,30,0,0,0,0,2,4.0,0.03
12602212,f,Brooklyn,2,0.0,1.0,1.0,60,30,29,59,89,364,71,4.82,1.1
12606349,f,Manhattan,4,0.0,2.0,4.0,148,30,15,45,75,350,16,4.67,0.32
12610244,t,Manhattan,2,0.0,1.0,0.0,90,5,0,0,0,243,2,4.0,0.21
12611122,f,Brooklyn,3,0.0,0.0,2.0,150,30,0,0,0,0,7,5.0,0.11
12619450,f,Brooklyn,1,0.0,1.0,1.0,90,30,18,48,78,353,11,4.4,0.23
12621050,f,Manhattan,1,0.0,1.0,1.0,40,30,0,0,0,0,0,0.0,0.0
12624890,t,Manhattan,1,0.0,1.0,1.0,44,4,16,46,76,166,64,4.77,1.04
12626567,f,Brooklyn,1,0.0,1.0,1.0,65,30,0,0,0,0,0,0.0,0.0
12626663,f,Manhattan,2,0.0,1.0,1.0,125,30,0,0,0,0,1,5.0,0.02
12628500,f,Queens,3,0.0,1.0,2.0,50,1,0,0,0,0,210,4.65,3.33
12630337,f,Manhattan,4,0.0,1.0,1.0,110,30,0,0,0,0,5,3.8,0.08
12642845,f,Brooklyn,2,0.0,1.0,1.0,157,30,0,16,46,321,76,4.93,1.86
12643171,f,Brooklyn,1,0.0,1.0,1.0,75,30,0,0,0,0,0,0.0,0.0
12644989,f,Manhattan,2,0.0,0.0,1.0,200,30,0,0,0,0,10,4.78,0.16
12645495,t,Queens,6,0.0,3.0,4.0,175,30,0,9,38,187,91,4.99,1.87
12649685,f,Brooklyn,4,0.0,1.0,1.0,195,30,0,0,0,0,34,4.84,0.59
12650830,f,Brooklyn,1,0.0,1.0,0.0,30,80,0,0,0,0,0,0.0,0.0
12650991,f,Brooklyn,1,0.0,1.0,1.0,45,30,0,0,0,0,4,5.0,0.06
12652833,f,Manhattan,1,0.0,1.0,1.0,100,1,0,0,0,0,0,0.0,0.0
12652939,f,Brooklyn,2,0.0,1.0,1.0,65,30,0,0,0,0,3,4.5,0.05
12652964,f,Brooklyn,2,0.0,1.0,1.0,75,60,0,0,0,0,2,5.0,0.03
12653025,t,Brooklyn,2,0.0,1.0,5.0,94,30,0,1,7,87,10,4.9,0.84
12653674,f,Manhattan,5,0.0,2.0,3.0,130,30,0,0,0,0,30,4.73,0.48
12653871,f,Brooklyn,2,0.0,1.0,0.0,300,30,30,60,90,365,3,4.0,0.05
12656785,f,Brooklyn,2,0.0,1.0,1.0,80,30,0,0,0,0,6,5.0,0.11
12657039,f,Brooklyn,2,0.0,1.0,1.0,45,30,0,0,0,0,3,5.0,0.05
12657888,f,Manhattan,1,0.0,1.0,1.0,980,30,0,0,0,0,1,3.0,0.02
12664893,t,Manhattan,2,0.0,1.0,1.0,78,4,11,41,71,161,90,4.63,1.42
12665113,t,Brooklyn,8,0.0,4.0,5.0,380,14,0,0,0,0,12,4.92,0.2
12666669,f,Manhattan,2,0.0,1.0,2.0,75,30,0,0,0,0,2,5.0,0.03
12670883,t,Brooklyn,2,0.0,1.0,1.0,115,10,0,0,0,0,2,5.0,0.04
12674423,f,Brooklyn,2,0.0,1.0,1.0,50,30,0,0,0,0,0,0.0,0.0
12674934,f,Manhattan,1,0.0,1.0,1.0,69,30,0,0,0,0,5,4.4,0.08
12675052,f,Manhattan,2,0.0,1.0,1.0,150,30,0,0,0,0,2,5.0,0.03
12676400,f,Queens,2,0.0,1.0,1.0,215,30,0,0,0,0,0,0.0,0.0
12679172,f,Manhattan,7,0.0,2.0,4.0,100,30,0,0,0,0,27,4.48,0.44
12681206,f,Queens,2,0.0,1.0,1.0,59,15,7,37,67,342,66,4.91,1.67
12681730,f,Manhattan,2,0.0,1.0,1.0,139,30,0,0,0,0,0,0.0,0.0
12684235,f,Manhattan,1,0.0,1.0,1.0,60,30,0,0,0,0,0,0.0,0.0
12684394,f,Manhattan,2,0.0,1.0,1.0,121,30,0,0,0,0,2,0.0,0.03
12684755,f,Manhattan,1,0.0,1.0,1.0,105,30,0,0,0,0,0,0.0,0.0
12686241,t,Brooklyn,2,0.0,1.0,1.0,150,4,30,60,90,90,50,4.7,0.78
12687169,f,Brooklyn,2,0.0,1.0,1.0,50,30,0,0,0,0,2,5.0,0.03
12693458,f,Brooklyn,2,0.0,1.0,1.0,50,30,0,0,0,0,7,4.5,0.11
12702291,f,Manhattan,3,0.0,1.0,1.0,110,30,1,2,27,302,2,5.0,0.03
12703851,t,Brooklyn,3,0.0,2.0,2.0,427,30,0,0,0,28,11,4.91,0.28
12704039,t,Staten Island,1,0.0,1.0,1.0,38,5,14,29,59,148,27,4.7,1.32
12704159,f,Manhattan,2,0.0,1.0,1.0,107,30,0,0,0,0,0,0.0,0.0
12705155,f,Brooklyn,1,0.0,1.0,1.0,125,30,0,0,0,0,3,4.67,0.05
12705303,f,Manhattan,2,0.0,1.0,1.0,175,30,0,0,0,0,2,4.5,0.03
12705519,f,Manhattan,5,0.0,2.0,2.0,83,30,0,0,0,0,6,4.8,0.09
12708671,f,Manhattan,5,0.0,2.0,2.0,142,30,6,13,43,318,8,4.38,0.15
12711153,f,Queens,2,0.0,1.0,1.0,43,7,13,43,73,336,120,4.54,1.93
12711232,f,Manhattan,2,0.0,1.0,1.0,59,30,0,0,0,0,3,5.0,0.05
12711351,f,Queens,2,0.0,1.0,1.0,43,10,19,44,74,163,120,4.49,1.89
12713289,f,Brooklyn,2,0.0,1.0,1.0,86,30,0,0,0,0,4,5.0,0.06
12713863,t,Queens,2,0.0,1.0,1.0,35,30,0,0,30,305,86,4.44,1.56
12713927,t,Queens,3,0.0,1.0,2.0,45,30,0,0,0,0,33,4.3,0.58
12713950,f,Manhattan,1,0.0,1.0,1.0,50,30,0,0,0,0,2,4.0,0.03
12720048,f,Brooklyn,2,0.0,1.0,1.0,62,4,14,44,74,74,57,4.51,0.95
12723066,f,Manhattan,4,0.0,2.0,3.0,140,30,0,0,0,256,13,4.23,0.25
12725523,f,Brooklyn,4,0.0,1.0,2.0,139,4,0,0,0,0,12,4.75,0.19
12727438,f,Brooklyn,3,0.0,1.0,1.0,150,30,0,0,0,0,0,0.0,0.0
12727779,f,Brooklyn,2,0.0,1.0,1.0,39,30,0,0,0,0,0,0.0,0.0
12728514,f,Manhattan,2,0.0,1.0,1.0,50,30,0,0,0,0,1,5.0,0.02
12733430,f,Brooklyn,2,0.0,0.0,1.0,117,30,0,0,0,0,9,5.0,0.14
12733742,f,Manhattan,1,0.0,1.0,1.0,45,30,0,0,0,0,1,5.0,0.02
12734487,f,Manhattan,1,0.0,1.0,1.0,38,30,0,0,0,0,0,0.0,0.0
12734936,f,Brooklyn,2,0.0,1.0,1.0,100,30,0,0,0,0,0,0.0,0.0
12735625,f,Manhattan,1,0.0,1.0,1.0,85,30,0,0,0,0,0,0.0,0.0
12735969,f,Brooklyn,1,0.0,1.0,1.0,50,30,0,0,0,0,2,5.0,0.03
12737192,t,Manhattan,2,0.0,1.0,2.0,60,5,0,0,0,92,10,4.9,0.39
12737335,f,Manhattan,2,0.0,1.0,2.0,60,30,0,0,0,0,1,0.0,0.02
12737660,f,Brooklyn,2,0.0,1.0,1.0,70,30,0,0,0,0,3,4.67,0.05
12737735,f,Brooklyn,2,0.0,3.0,1.0,63,3,0,0,0,0,69,4.45,1.09
12737915,f,Brooklyn,2,0.0,1.0,1.0,99,30,0,0,0,0,2,5.0,0.03
12738047,f,Manhattan,2,0.0,1.0,1.0,80,30,0,0,0,0,0,0.0,0.0
12740226,f,Brooklyn,2,0.0,1.0,1.0,50,30,0,0,0,0,9,4.22,0.14
12740726,f,Brooklyn,2,0.0,1.0,2.0,229,30,0,0,0,0,23,4.96,0.58
12747434,f,Brooklyn,2,0.0,1.0,1.0,62,4,24,54,84,84,60,4.4,0.93
12747935,f,Brooklyn,2,0.0,1.0,1.0,62,4,22,52,82,117,64,4.52,1.43
12751037,f,Manhattan,1,0.0,1.0,1.0,85,30,0,0,0,0,24,4.88,0.37
12751471,f,Manhattan,2,0.0,1.0,1.0,34,30,0,0,0,0,1,4.0,0.02
12752736,f,Manhattan,1,0.0,1.0,1.0,35,45,0,0,0,0,0,0.0,0.0
12757980,f,Manhattan,3,0.0,2.0,3.0,140,30,0,0,0,0,0,0.0,0.0
12759453,t,Queens,2,0.0,1.0,1.0,81,3,12,38,68,340,128,4.82,2.11
12760088,f,Manhattan,2,0.0,1.0,1.0,50,30,0,0,0,0,2,4.0,0.03
12761563,f,Manhattan,2,0.0,0.0,2.0,100,3,0,0,0,0,1,5.0,0.05
12762497,f,Brooklyn,4,0.0,3.0,3.0,76,30,0,0,0,0,9,4.38,0.14
12763008,t,Queens,2,0.0,0.0,1.0,81,30,20,50,80,170,31,5.0,0.51
12763385,f,Brooklyn,2,0.0,1.0,1.0,99,3,0,0,0,0,0,0.0,0.0
12763721,f,Brooklyn,2,0.0,1.0,1.0,40,2,0,0,0,0,176,4.86,2.97
12764378,f,Brooklyn,2,0.0,1.0,1.0,180,30,0,0,0,0,1,5.0,0.02
12765391,f,Brooklyn,2,0.0,1.0,1.0,80,30,0,0,0,0,0,0.0,0.0
12765858,f,Manhattan,1,0.0,1.0,1.0,49,30,0,0,0,0,0,0.0,0.0
12772993,f,Manhattan,2,0.0,1.0,1.0,55,30,0,0,0,0,5,5.0,0.08
12774975,f,Manhattan,1,0.0,1.0,1.0,42,30,0,0,0,0,0,0.0,0.0
12775106,f,Queens,4,0.0,2.0,2.0,120,30,0,0,0,0,1,5.0,0.02
12778678,t,Manhattan,4,0.0,0.0,2.0,140,30,0,0,0,244,6,4.83,0.1
12780993,f,Manhattan,2,0.0,0.0,1.0,75,30,0,0,0,0,0,0.0,0.0
12791778,f,Brooklyn,2,0.0,1.0,1.0,100,30,0,0,0,0,6,4.8,0.14
12793649,f,Bronx,5,0.0,2.0,1.0,150,30,0,0,0,0,0,0.0,0.0
12794520,f,Manhattan,1,0.0,1.0,1.0,35,30,0,0,0,0,3,3.0,0.05
12794791,t,Manhattan,2,0.0,1.0,1.0,60,3,22,52,82,357,96,4.79,1.49
12795006,f,Manhattan,1,0.0,1.0,2.0,104,30,2,32,62,62,12,4.92,0.34
12797598,t,Manhattan,2,0.0,1.0,1.0,129,7,0,0,0,0,56,4.93,1.17
12797684,f,Manhattan,1,0.0,1.0,1.0,100,30,0,0,0,0,0,0.0,0.0
12797920,f,Manhattan,2,0.0,1.0,1.0,100,30,0,0,0,0,1,2.0,0.02
12804309,t,Brooklyn,3,0.0,2.0,2.0,236,3,2,12,23,107,150,4.94,2.64
12805496,f,Manhattan,2,0.0,1.0,1.0,45,2,0,0,0,85,31,4.73,0.5
12806016,t,Brooklyn,4,0.0,2.0,3.0,189,30,0,2,2,57,127,4.98,2.03
12806177,f,Manhattan,1,0.0,1.0,1.0,50,2,4,21,48,127,79,4.86,1.22
12806356,f,Queens,2,0.0,1.0,2.0,180,30,0,0,0,134,19,4.89,0.49
12807447,t,Brooklyn,2,0.0,1.0,2.0,92,7,3,12,21,174,220,4.85,4.07
12810131,f,Brooklyn,1,0.0,1.0,1.0,135,30,0,0,0,0,0,0.0,0.0
12810452,f,Manhattan,2,0.0,1.0,1.0,99,30,0,0,0,0,3,4.33,0.05
12811459,t,Manhattan,10,0.0,4.0,4.0,650,3,13,43,73,325,37,4.68,0.91
12812370,f,Manhattan,2,0.0,0.0,1.0,125,3,0,0,0,0,23,4.67,0.62
12812504,f,Manhattan,1,0.0,1.0,1.0,59,30,0,0,0,0,0,0.0,0.0
12812577,t,Manhattan,10,0.0,4.0,4.0,650,2,0,0,0,0,39,4.74,0.66
12812618,f,Brooklyn,1,0.0,1.0,1.0,80,30,0,0,0,0,6,4.5,0.09
12814195,f,Brooklyn,2,0.0,1.0,1.0,83,30,0,0,0,0,0,0.0,0.0
12814578,t,Brooklyn,4,0.0,1.0,1.0,140,1,5,17,28,296,166,4.98,3.17
12815139,f,Brooklyn,3,0.0,1.0,2.0,110,30,0,0,0,0,8,4.5,0.14
12823429,f,Brooklyn,1,0.0,1.0,1.0,145,30,0,0,0,0,0,0.0,0.0
12824308,f,Manhattan,2,0.0,1.0,1.0,104,30,30,60,90,365,1,5.0,0.02
12825700,f,Manhattan,2,0.0,1.0,1.0,195,30,0,0,0,0,1,5.0,0.02
12827123,f,Brooklyn,2,0.0,1.0,1.0,200,30,0,0,0,0,0,0.0,0.0
12827921,f,Manhattan,2,0.0,1.0,1.0,90,1,0,0,0,0,6,4.83,0.09
12827964,t,Brooklyn,1,0.0,0.0,1.0,110,30,0,21,51,326,22,4.86,0.37
